8199 NightmuteAirport Nightmute UnitedStates NME PAGT 60.471000671387 -164.70100402832 4 -9 A America/Anchorage airport OurAirports 
3421 SparrevohnLRRSAirport Sparrevohn UnitedStates SVW PASV 61.09740067 -155.5740051 1585 -9 A America/Anchorage airport OurAirports 
687 Gothenburg-LandvetterAirport Gothenborg Sweden GOT ESGG 57.662799835205 12.279800415039 506 1 E Europe/Stockholm airport OurAirports 
318 Altenburg-NobitzAirport Altenburg Germany AOC EDAC 50.981945 12.506389 640 1 E Europe/Berlin airport OurAirports 
486 RNASYeovilton Yeovilton UnitedKingdom YEO EGDY 51.0093994140625 -2.638819932937622 75 0 E Europe/London airport OurAirports 
10937 LiupanshuiYuezhaoAirport Liupanshui China LPF ZUPS 26.609417 104.979 0 8 N \N airport OurAirports 
6432 JiayuguanAirport Jiayuguan China JGN ZLJQ 39.856899 98.3414 5112 8 N Asia/Shanghai airport OurAirports 
1220 ACoruñaAirport LaCoruna Spain LCG LECO 43.302101 -8.37726 326 1 E Europe/Madrid airport OurAirports 
1575 HradecKrálovéAirport HradecKralove CzechRepublic \N LKHK 50.253201 15.8452 791 1 E Europe/Prague airport OurAirports 
6493 LaRochelle-ÎledeRéAirport LaRochelle France LRH LFBH 46.17919921875 -1.1952799558639526 74 1 E Europe/Paris airport OurAirports 
2944 KievZhulianyInternationalAirport Kiev Ukraine IEV UKKK 50.40194 30.45194 587 2 E Europe/Kiev airport OurAirports 
8707 BungomaAirport Bungoma Kenya \N HKBU 0.5762079954147339 34.55345153808594 4726 3 U Africa/Nairobi airport OurAirports 
748 KalixforsAirport Kalixfors Sweden \N ESUK 67.76480102539062 20.257200241088867 1549 1 E Europe/Stockholm airport OurAirports 
2475 TermalAirport PresidenciaR.s.pena Argentina PRQ SARS -26.753611 -60.492222 308 -3 N America/Cordoba airport OurAirports 
3444 WhitingFieldNavalAirStation-North Milton UnitedStates NSE KNSE 30.7241993 -87.02189636 199 -6 A America/Chicago airport OurAirports 
2589 PontaPeladaAirport Manaus Brazil PLL SBMN -3.1460399627685547 -59.98630142211914 267 -4 S America/BoaVista airport OurAirports 
13114 RAFMona Mona UnitedKingdom \N EGOQ 53.258598 -4.37355 202 0 E \N airport OurAirports 
3398 HotanAirport Hotan China HTN ZWTN 37.03850173950195 79.86489868164062 4672 8 U Asia/Shanghai airport OurAirports 
3516 LemooreNavalAirStation(ReevesField)Airport Lemoore UnitedStates NLC KNLC 36.33300018 -119.9520035 232 -8 A America/LosAngeles airport OurAirports 
2088 SulayelAirport Sulayel SaudiArabia SLF OESL 20.46470069885254 45.619598388671875 2021 3 U Asia/Riyadh airport OurAirports 
1033 BuniaAirport Bunia Congo(Kinshasa) BUX FZKA 1.5657199621200562 30.220800399780273 4045 2 U Africa/Lubumbashi airport OurAirports 
8123 OnePolicePlazaHeliport NewYork UnitedStates \N NK39 40.71260070800781 -73.99960327148438 244 -5 A America/NewYork airport OurAirports 
8621 Weinheim/BergstraßeAirport Weinheim Germany \N EDGZ 49.567501068115234 8.610555648803711 318 1 E Europe/Berlin airport OurAirports 
2322 KomatsuAirport Kanazawa Japan KMQ RJNK 36.39459991455078 136.40699768066406 36 9 U Asia/Tokyo airport OurAirports 
19 SiglufjörðurAirport Siglufjordur Iceland SIJ BISI 66.133301 -18.9167 10 0 N Atlantic/Reykjavik airport OurAirports 
3113 SatnaAirport Satna India TNI VIST 24.5623 80.854897 1060 5.5 N Asia/Calcutta airport OurAirports 
7251 NatuashishAirport Natuashish Canada YNP CNH2 55.913898 -61.184399 30 -4 A America/Halifax airport OurAirports 
2304 FukueAirport Fukue Japan FUJ RJFE 32.66630172729492 128.83299255371094 273 9 U Asia/Tokyo airport OurAirports 
7983 GilaBendMunicipalAirport GilaBend UnitedStates \N KE63 32.95809937 -112.6780014 789 -7 U America/Phoenix airport OurAirports 
9543 OgdenHinckleyAirport Ogden UnitedStates OGD KOGD 41.195899963379 -112.0120010376 4473 -7 A America/Denver airport OurAirports 
11814 StLouisRegionalAirport Alton/StLouis UnitedStates ALN KALN 38.89030075069999 -90.0459976196 544 \N \N \N airport OurAirports 
6728 TasiujaqAirport Tasiujaq Canada YTQ CYTQ 58.66780090332031 -69.95580291748047 122 -5 A America/Toronto airport OurAirports 
498 GuernseyAirport Guernsey Guernsey GCI EGJB 49.435001373291016 -2.6019699573516846 336 0 E Europe/Guernsey airport OurAirports 
13016 NewSmyrnaBeachMunicipalAirport NewSmyrnaBeach UnitedStates \N KEVB 29.055700302124023 -80.94889831542969 10 -5 A \N airport OurAirports 
13268 BlaiseDiagneInternationalAirport Diass Senegal DSS GOBD 14.67 -17.073333 290 0 N \N airport OurAirports 
10166 HaterumaAirport Taketomi Japan HTR RORH 24.0589008331 123.805999756 43 9 N \N airport OurAirports 
2340 AomoriAirport Aomori Japan AOJ RJSA 40.73469924926758 140.6909942626953 664 9 U Asia/Tokyo airport OurAirports 
5680 GodeAirport Gode Ethiopia GDE HAGO 5.93513011932 43.5786018372 834 3 U Africa/AddisAbaba airport OurAirports 
29 BakerLakeAirport BakerLake Canada YBK CYBK 64.29889678960001 -96.077796936 59 -6 A America/Winnipeg airport OurAirports 
2194 MuscatInternationalAirport Muscat Oman MCT OOMS 23.593299865722656 58.284400939941406 48 4 U Asia/Muscat airport OurAirports 
6084 PetropavloskSouthAirport Petropavlosk Kazakhstan PPK UACP 54.77470016479492 69.18389892578125 453 6 U Asia/Qyzylorda airport OurAirports 
5803 SamsunÇarşambaAirport Samsun Turkey SZF LTFH 41.254501 36.567101 18 3 E Europe/Istanbul airport OurAirports 
8619 NötschImGailtalAirport NotschImGailtal Austria \N LOKN 46.58110046386719 13.629199981689453 1801 1 E Europe/Vienna airport OurAirports 
5698 MitigaAirport Tripoli Libya MJI HLLM 32.894100189208984 13.276000022888184 36 2 N Africa/Tripoli airport OurAirports 
7599 MaianaAirport Maiana Kiribati MNK NGMA 1.0036100149154663 173.031005859375 8 12 U Pacific/Tarawa airport OurAirports 
11102 LaGrande/UnionCountyAirport LaGrande UnitedStates LGD KLGD 45.2901992798 -118.007003784 2717 -7 A \N airport OurAirports 
374 AugsburgAirport Augsburg Germany AGB EDMA 48.425278 10.931667 1516 1 E Europe/Berlin airport OurAirports 
11993 MaksimovkaAirport Ufa Russia \N UWUM 54.83000183105469 56.16830062866211 325 \N \N \N airport OurAirports 
7650 OlympiaRegionalAirport Olympia UnitedStates OLM KOLM 46.9693985 -122.9029999 209 -8 A America/LosAngeles airport OurAirports 
8613 BuochsAirport Buochs Switzerland BXO LSZC 46.974444 8.396944 1475 1 E Europe/Zurich airport OurAirports 
1794 CiudadObregónInternationalAirport CiudadObregon Mexico CEN MMCN 27.39259910583496 -109.83300018310547 243 -7 S America/Hermosillo airport OurAirports 
5472 ChisasibiAirport Chisasibi Canada YKU CSU2 53.805599212646484 -78.91690063476562 43 -5 A America/Toronto airport OurAirports 
9141 Verden-ScharnhorstAirfield Verden Germany \N EDWV 52.965279 9.282778 144 1 E Europe/Berlin airport OurAirports 
189 St.John'sInternationalAirport St.John's Canada YYT CYYT 47.618598938 -52.7518997192 461 -3.5 A America/StJohns airport OurAirports 
13754 LaAraucaníaAirport Temuco Chile ZCO SCQP -38.9259 -72.6515 333 -3 S \N airport OurAirports 
3706 GodmanArmyAirField FortKnox UnitedStates FTK KFTK 37.907100677500004 -85.9720993042 756 -5 A America/NewYork airport OurAirports 
3732 MonroeRegionalAirport Monroe UnitedStates MLU KMLU 32.51089859008789 -92.0376968383789 79 -6 A America/Chicago airport OurAirports 
1323 FigariSud-CorseAirport Figari France FSC LFKF 41.5005989074707 9.097780227661133 87 1 E Europe/Paris airport OurAirports 
2209 ManglaAirport Mangla Pakistan XJM OPMA 33.05009841918945 73.63839721679688 902 5 N Asia/Karachi airport OurAirports 
3131 KempegowdaInternationalAirport Bangalore India BLR VOBL 13.1979 77.706299 3000 5.5 N Asia/Calcutta airport OurAirports 
120 ReginaInternationalAirport Regina Canada YQR CYQR 50.43190002441406 -104.66600036621094 1894 -6 N America/Regina airport OurAirports 
3253 SultanKhairunBabullahAirport Ternate Indonesia TTE WAMT 0.831413984298706 127.38099670410156 49 9 N Asia/Jayapura airport OurAirports 
6235 AlbanyAirport Albany Australia ALH YABA -34.94329833984375 117.80899810791016 233 8 O Australia/Perth airport OurAirports 
13377 AmmassivikHeliport Ammassivik Greenland \N BGAS 60.597376 -45.382445 71 -3 N \N airport OurAirports 
1305 AncenisAirport Ancenis France \N LFFI 47.40810012817383 -1.1775000095367432 111 1 E Europe/Paris airport OurAirports 
6122 KhankalaAirBase Grozny Russia \N URMG 43.298099517822266 45.78409957885742 548 3 N Europe/Moscow airport OurAirports 
9890 Sanggata/SangkimahAirport Sanggata Indonesia SGQ WRLA 0.3847 117.543 60 8 N \N airport OurAirports 
3302 SultanAzlanShahAirport Ipoh Malaysia IPH WMKI 4.567969799041748 101.09200286865234 130 8 N Asia/KualaLumpur airport OurAirports 
8506 SebringRegionalAirport Sebring UnitedStates SEF KSEF 27.45639992 -81.3423996 62 -5 A America/NewYork airport OurAirports 
7088 UnalakleetAirport Unalakleet UnitedStates UNK PAUN 63.88840103 -160.798996 27 -9 A America/Anchorage airport OurAirports 
