464	YlivieskaAirfield	Ylivieska-raudaskyla	Finland	YLI	EFYL	64.0547222	24.7252778	252	2	E	Europe/Helsinki	airport	OurAirports
6394	YiwuAirport	Yiwu	China	YIW	ZSYW	29.34469986	120.0319977	262	8	U	Asia/Shanghai	airport	OurAirports
6409	YiningAirport	Yining	China	YIN	ZWYN	43.955799	81.330299	0	8	U	Asia/Shanghai	airport	OurAirports
12056	YingkouLanqiAirport	Yingkou	China	YKH	ZYYK	40.542524	122.3586	0	\N	\N	\N	airport	OurAirports
9848	LinduAirport	Yinchun	China	LDS	ZYLD	47.75205556	129.019125	791	8	N	Asia/Shanghai	airport	OurAirports
4085	YinchuanAirport	Yinchuan	China	\N	ZLIC	38.481899	106.009003	0	8	U	Asia/Shanghai	airport	OurAirports
9107	YichunMingyueshanAirport	Yichun	China	YIC	ZSYC	27.8025	114.3062	430	8	U	Asia/Shanghai	airport	OurAirports
6361	YichangSanxiaAirport	Yichang	China	YIH	ZHYC	30.55655	111.479988	673	8	U	Asia/Shanghai	airport	OurAirports
4110	YibinCaibaAirport	Yibin	China	YBP	ZUYB	28.80055556	104.545	924	8	U	Asia/Shanghai	airport	OurAirports
3964	ZvartnotsInternationalAirport	Yerevan	Armenia	EVN	UDYZ	40.14730072	44.39590073	2838	4	E	Asia/Yerevan	airport	OurAirports
3962	ErebuniAirport	Yerevan	Armenia	\N	UDYE	40.12210083	44.46500015	2948	4	E	Asia/Yerevan	airport	OurAirports
9805	YerbogachenAirport	Yerbogachen	Russia	ERG	UIKE	61.27500153	108.0299988	400	8	N	Asia/Irkutsk	airport	OurAirports
486	RNASYeovilton	Yeovilton	UnitedKingdom	YEO	EGDY	51.00939941	-2.638819933	75	0	E	Europe/London	airport	OurAirports
2365	YeosuAirport	Yeosu	SouthKorea	RSU	RKJY	34.84230042	127.6169968	53	9	U	Asia/Seoul	airport	OurAirports
